timestamp,age,gender,drink_preference,socials_preference,total_spend,weather,return_likelihood
25/06/2023,49,M,whiskey,Facebook,62.35,Sunny,Yes
17/06/2023,51,M,whiskey,Facebook,65.14,Cloudy,Yes
18/06/2023,64,F,wine,Facebook,29.75,Sunny,No
11/06/2023,38,M,whiskey,Facebook,78.15,Sunny,No
24/06/2023,24,M,cocktail,TikTok,40.47,Rainy,No
09/06/2023,44,M,wine,Facebook,76.35,Cloudy,Yes
07/06/2023,46,M,whiskey,Facebook,70.18,Sunny,Yes
05/06/2023,42,M,wine,Facebook,58.45,Cloudy,No
06/06/2023,52,M,whiskey,Facebook,48.55,Sunny,Yes
23/06/2023,39,M,wine,Facebook,75.89,Sunny,No
26/06/2023,50,M,whiskey,Twitter,68.04,Rainy,Yes
06/06/2023,46,M,whiskey,Facebook,84.76,Sunny,Yes
03/06/2023,42,M,whiskey,Facebook,52.13,Rainy,Yes
25/06/2023,49,M,whiskey,Facebook,76.33,Sunny,Yes
18/06/2023,54,M,whiskey,Facebook,62.79,Sunny,Yes
18/06/2023,50,M,wine,Facebook,76.22,Sunny,No
17/06/2023,47,M,whiskey,Facebook,66.22,Cloudy,No
27/06/2023,48,M,wine,Facebook,73.9,Cloudy,No
10/06/2023,48,M,whiskey,Facebook,76.77,Sunny,Yes
09/06/2023,61,F,wine,Facebook,37.37,Cloudy,Yes
27/06/2023,44,M,whiskey,Facebook,70.41,Cloudy,Yes
04/06/2023,53,F,wine,Facebook,48.9,Sunny,Yes
20/06/2023,41,M,whiskey,Facebook,61.78,Sunny,No
05/06/2023,44,M,whiskey,Facebook,77.28,Cloudy,Yes
28/06/2023,41,M,whiskey,Facebook,54.42,Cloudy,Yes
01/06/2023,22,M,cocktail,Instagram,41.06,Cloudy,Yes
11/06/2023,51,M,whiskey,Facebook,61.51,Sunny,Yes
06/06/2023,38,M,whiskey,Facebook,69.07,Sunny,Yes
24/06/2023,55,M,whiskey,Facebook,74.77,Rainy,Yes
01/06/2023,36,M,whiskey,Facebook,60.46,Cloudy,Yes
13/06/2023,47,M,whiskey,Facebook,59.13,Sunny,Yes
24/06/2023,45,M,whiskey,Facebook,87.04,Rainy,Yes
17/06/2023,36,M,wine,Facebook,76.59,Cloudy,No
03/06/2023,50,M,wine,Facebook,66,Rainy,Yes
17/06/2023,41,M,whiskey,Facebook,56.68,Cloudy,Yes
10/06/2023,50,M,wine,Facebook,85.33,Sunny,No
04/06/2023,40,M,whiskey,Facebook,74.78,Sunny,Yes
05/06/2023,28,M,beer,Facebook,40.37,Cloudy,No
12/06/2023,64,F,cocktail,Facebook,40.7,Rainy,Yes
15/06/2023,46,M,wine,Facebook,64,Sunny,Yes
03/06/2023,46,M,whiskey,Facebook,80.47,Rainy,Yes
17/06/2023,40,M,whiskey,Facebook,82.34,Cloudy,Yes
25/06/2023,19,M,cocktail,TikTok,22.67,Sunny,No
18/06/2023,47,M,whiskey,Facebook,81.96,Sunny,Yes
25/06/2023,44,M,whiskey,Twitter,83.81,Sunny,Yes
22/06/2023,39,M,whiskey,Facebook,68.26,Cloudy,Yes
11/06/2023,49,M,whiskey,Facebook,78,Sunny,Yes
11/06/2023,70,F,cocktail,Facebook,49.71,Sunny,No
29/06/2023,51,M,beer,Twitter,77.69,Rainy,Yes
15/06/2023,68,F,wine,Facebook,49.2,Sunny,Yes
06/06/2023,42,M,whiskey,Facebook,75.99,Sunny,Yes
11/06/2023,40,M,whiskey,Facebook,55.53,Sunny,Yes
22/06/2023,23,M,cocktail,Twitter,17.47,Cloudy,No
23/06/2023,39,M,whiskey,Facebook,78.65,Sunny,Yes
20/06/2023,44,M,whiskey,Twitter,73.16,Sunny,Yes
02/06/2023,66,F,cocktail,Facebook,46.94,Cloudy,No
17/06/2023,36,F,beer,TikTok,20.79,Cloudy,No
24/06/2023,62,F,wine,Facebook,61.04,Rainy,No
03/06/2023,67,F,wine,Facebook,28.2,Rainy,Yes
24/06/2023,33,M,cocktail,TikTok,26.3,Rainy,No
04/06/2023,43,M,whiskey,Facebook,78.26,Sunny,No
14/06/2023,59,M,wine,Facebook,80.49,Stormy,Yes
12/06/2023,21,F,beer,TikTok,19.58,Rainy,Yes
11/06/2023,66,F,cocktail,Facebook,58.56,Sunny,Yes
03/06/2023,41,M,wine,Facebook,61.15,Rainy,No
17/06/2023,67,F,cocktail,Facebook,18.36,Cloudy,Yes
17/06/2023,41,M,wine,Twitter,74.1,Cloudy,Yes
25/06/2023,53,M,whiskey,Facebook,65.2,Sunny,Yes
12/06/2023,44,M,whiskey,Twitter,63.1,Rainy,Yes
03/06/2023,45,M,whiskey,Twitter,80.14,Rainy,Yes
19/06/2023,45,M,whiskey,Facebook,83.93,Cloudy,Yes
18/06/2023,22,M,cocktail,TikTok,37.69,Sunny,Yes
03/06/2023,49,M,wine,Facebook,68.93,Rainy,No
29/06/2023,66,F,wine,Facebook,47.46,Rainy,No
18/06/2023,48,M,wine,Twitter,67.57,Sunny,Yes
11/06/2023,47,M,whiskey,Facebook,85.87,Sunny,Yes
04/06/2023,69,F,wine,Facebook,51.53,Sunny,Yes
25/06/2023,45,M,whiskey,Facebook,53.52,Sunny,Yes
23/06/2023,68,F,cocktail,Facebook,54.8,Sunny,Yes
10/06/2023,43,M,wine,Facebook,64.49,Sunny,No
18/06/2023,25,F,cocktail,Instagram,15.28,Sunny,No
10/06/2023,52,M,whiskey,Facebook,65.9,Sunny,Yes
16/06/2023,57,F,wine,Facebook,63.68,Cloudy,Yes
17/06/2023,47,M,whiskey,Facebook,64.77,Cloudy,Yes
29/06/2023,39,M,whiskey,Facebook,58.71,Rainy,Yes
22/06/2023,64,F,cocktail,Instagram,42.75,Cloudy,Yes
10/06/2023,48,M,whiskey,Facebook,80.9,Sunny,Yes
03/06/2023,38,M,whiskey,Facebook,71.73,Rainy,No
04/06/2023,70,F,cocktail,Instagram,46.49,Sunny,Yes
10/06/2023,36,F,cocktail,Twitter,23.91,Sunny,Yes
26/06/2023,42,M,whiskey,Facebook,77.09,Rainy,Yes
09/06/2023,41,M,whiskey,Facebook,85.93,Cloudy,Yes
17/06/2023,53,M,whiskey,Facebook,57.88,Cloudy,Yes
21/06/2023,48,M,whiskey,Facebook,79.57,Sunny,Yes
25/06/2023,38,M,beer,Facebook,73.12,Sunny,No
24/06/2023,53,M,whiskey,Facebook,52.76,Rainy,Yes
30/06/2023,47,M,whiskey,Facebook,72.36,Sunny,Yes
24/06/2023,50,M,whiskey,Facebook,62.41,Rainy,No
08/06/2023,67,F,cocktail,Facebook,36.87,Cloudy,Yes
20/06/2023,29,M,wine,Facebook,33.05,Sunny,No
19/06/2023,62,F,wine,Facebook,70.71,Cloudy,Yes
04/06/2023,52,M,whiskey,Facebook,60.78,Sunny,Yes
11/06/2023,52,M,whiskey,Facebook,91.05,Sunny,No
08/06/2023,50,M,whiskey,Facebook,72.89,Cloudy,Yes
04/06/2023,64,F,cocktail,Facebook,45.72,Sunny,No
19/06/2023,42,M,whiskey,Facebook,68,Cloudy,Yes
27/06/2023,44,M,whiskey,Facebook,71.86,Cloudy,Yes
03/06/2023,45,M,whiskey,Facebook,74.71,Rainy,Yes
13/06/2023,51,M,whiskey,Facebook,60.93,Sunny,Yes
23/06/2023,26,M,cocktail,TikTok,37.95,Sunny,No
11/06/2023,74,F,cocktail,Facebook,46.79,Sunny,Yes
19/06/2023,45,M,wine,Facebook,68.64,Cloudy,No
03/06/2023,62,F,wine,Facebook,47.13,Rainy,Yes
28/06/2023,51,M,whiskey,Facebook,73.65,Cloudy,Yes
29/06/2023,36,M,whiskey,Facebook,59.69,Rainy,No
03/06/2023,34,M,whiskey,Facebook,69.41,Rainy,Yes
02/06/2023,45,M,whiskey,Facebook,68.82,Cloudy,Yes
02/06/2023,69,F,cocktail,Facebook,43.39,Cloudy,No
11/06/2023,77,F,wine,Facebook,60.67,Sunny,Yes
18/06/2023,60,F,wine,Instagram,60.85,Sunny,Yes
14/06/2023,39,M,whiskey,Facebook,74.45,Stormy,Yes
24/06/2023,50,M,whiskey,Facebook,70.19,Rainy,Yes
10/06/2023,67,F,cocktail,Facebook,29.5,Sunny,No
11/06/2023,43,M,wine,Facebook,77.65,Sunny,No
27/06/2023,54,M,whiskey,Facebook,79.52,Cloudy,Yes
12/06/2023,45,M,whiskey,Facebook,73.71,Rainy,Yes
24/06/2023,40,M,whiskey,Facebook,53.41,Rainy,Yes
03/06/2023,49,M,whiskey,Twitter,67.38,Rainy,Yes
27/06/2023,59,F,wine,Facebook,47.36,Cloudy,Yes
27/06/2023,48,M,whiskey,Facebook,58.09,Cloudy,Yes
17/06/2023,45,M,whiskey,Facebook,80.32,Cloudy,Yes
18/06/2023,43,M,whiskey,Facebook,56.21,Sunny,Yes
10/06/2023,69,F,wine,Facebook,34.27,Sunny,Yes
03/06/2023,67,F,wine,Instagram,61.04,Rainy,Yes
10/06/2023,36,M,whiskey,Facebook,84.78,Sunny,Yes
17/06/2023,45,M,whiskey,Facebook,64.47,Cloudy,Yes
25/06/2023,43,M,whiskey,Facebook,94.15,Sunny,Yes
06/06/2023,46,M,whiskey,Twitter,77.74,Sunny,Yes
19/06/2023,54,M,whiskey,Twitter,76.33,Cloudy,Yes
03/06/2023,47,M,whiskey,Facebook,69.68,Rainy,No
25/06/2023,32,M,cocktail,TikTok,24.51,Sunny,No
24/06/2023,40,M,whiskey,Facebook,80.46,Rainy,Yes
21/06/2023,46,M,whiskey,Facebook,81.79,Sunny,Yes
17/06/2023,39,M,whiskey,Facebook,66.11,Cloudy,Yes
06/06/2023,66,F,cocktail,Facebook,54.87,Sunny,Yes
10/06/2023,47,M,whiskey,Twitter,55.65,Sunny,Yes
04/06/2023,66,F,wine,Facebook,49.34,Sunny,Yes
17/06/2023,25,M,cocktail,Instagram,25.22,Cloudy,Yes
03/06/2023,63,F,cocktail,Facebook,59.57,Rainy,Yes
18/06/2023,28,F,cocktail,Twitter,30.33,Sunny,Yes
08/06/2023,22,F,beer,TikTok,9.36,Cloudy,No
03/06/2023,48,M,whiskey,Facebook,57.38,Rainy,Yes
25/06/2023,63,F,wine,Facebook,42.92,Sunny,Yes
04/06/2023,57,M,wine,Facebook,56.33,Sunny,Yes
24/06/2023,24,M,cocktail,TikTok,14.8,Rainy,No
25/06/2023,47,M,whiskey,Facebook,64.58,Sunny,Yes
24/06/2023,36,M,wine,Facebook,95.24,Rainy,No
03/06/2023,48,M,whiskey,Facebook,56.77,Rainy,Yes
03/06/2023,39,M,whiskey,Facebook,70.74,Rainy,No
11/06/2023,51,M,whiskey,Twitter,55.81,Sunny,Yes
05/06/2023,46,M,wine,Twitter,63.99,Cloudy,Yes
03/06/2023,46,M,whiskey,Facebook,65.33,Rainy,Yes
24/06/2023,58,F,cocktail,Facebook,43.78,Rainy,Yes
17/06/2023,42,M,whiskey,Facebook,73.91,Cloudy,Yes
26/06/2023,48,M,whiskey,Facebook,66.2,Rainy,Yes
11/06/2023,23,M,beer,TikTok,32.2,Sunny,No
13/06/2023,25,M,cocktail,TikTok,40.43,Sunny,No
07/06/2023,41,M,whiskey,Facebook,39.99,Sunny,Yes
09/06/2023,47,M,whiskey,Facebook,87.34,Cloudy,Yes
18/06/2023,63,F,cocktail,Facebook,46.75,Sunny,Yes
04/06/2023,38,M,wine,Facebook,78.79,Sunny,No
24/06/2023,47,M,whiskey,Facebook,72.66,Rainy,Yes
19/06/2023,46,M,whiskey,Facebook,69.68,Cloudy,Yes
25/06/2023,41,M,whiskey,Twitter,67.93,Sunny,Yes
03/06/2023,36,M,whiskey,Twitter,74.46,Rainy,Yes
24/06/2023,18,M,beer,Twitter,11.28,Rainy,No
12/06/2023,44,M,whiskey,Facebook,81.02,Rainy,Yes
04/06/2023,19,F,cocktail,TikTok,38.91,Sunny,Yes
14/06/2023,38,M,wine,Facebook,91.45,Stormy,Yes
07/06/2023,66,F,cocktail,Facebook,26.39,Sunny,No
07/06/2023,45,M,whiskey,Facebook,74.9,Sunny,No
24/06/2023,49,M,whiskey,Facebook,64.95,Rainy,Yes
09/06/2023,68,F,wine,Instagram,82.25,Cloudy,Yes
22/06/2023,37,M,whiskey,Facebook,51.36,Cloudy,No
15/06/2023,38,M,whiskey,Facebook,67.57,Sunny,Yes
24/06/2023,63,F,wine,Instagram,36.08,Rainy,Yes
09/06/2023,22,M,cocktail,TikTok,10.22,Cloudy,Yes
04/06/2023,41,M,whiskey,Facebook,58.25,Sunny,Yes
13/06/2023,42,M,whiskey,Facebook,67.72,Sunny,No
03/06/2023,75,F,wine,Facebook,51.59,Rainy,Yes
26/06/2023,43,M,wine,Twitter,72.32,Rainy,No
11/06/2023,42,M,wine,Facebook,69.18,Sunny,No
03/06/2023,40,M,beer,Facebook,63.01,Rainy,No
24/06/2023,21,F,beer,Instagram,46.25,Rainy,Yes
10/06/2023,46,M,whiskey,Twitter,58.36,Sunny,Yes
10/06/2023,40,M,whiskey,Facebook,71.33,Sunny,Yes
25/06/2023,47,M,whiskey,Facebook,83.74,Sunny,No
27/06/2023,40,M,whiskey,Facebook,83.84,Cloudy,No
15/06/2023,45,M,wine,Facebook,75.17,Sunny,No
10/06/2023,66,F,wine,Facebook,36.59,Sunny,No
03/06/2023,46,M,whiskey,Twitter,77.68,Rainy,Yes
02/06/2023,26,F,cocktail,TikTok,45.92,Cloudy,No
25/06/2023,65,F,wine,Instagram,48.56,Sunny,No
27/06/2023,22,M,cocktail,TikTok,29.99,Cloudy,No
26/06/2023,43,M,whiskey,Facebook,83.64,Rainy,Yes
04/06/2023,51,M,whiskey,Facebook,68.95,Sunny,Yes
17/06/2023,61,F,wine,Facebook,30.65,Cloudy,Yes
26/06/2023,51,M,wine,Facebook,66.5,Rainy,No
10/06/2023,45,M,whiskey,Facebook,55.71,Sunny,Yes
23/06/2023,38,M,wine,Facebook,82.38,Sunny,No
11/06/2023,24,F,cocktail,Twitter,22.03,Sunny,No
05/06/2023,43,M,whiskey,Facebook,75.91,Cloudy,Yes
24/06/2023,24,M,cocktail,TikTok,40.3,Rainy,No
06/06/2023,47,M,whiskey,Facebook,74.16,Sunny,Yes
11/06/2023,42,M,whiskey,Facebook,69.72,Sunny,Yes
17/06/2023,60,F,cocktail,Instagram,53.36,Cloudy,Yes
07/06/2023,36,M,wine,Facebook,74.63,Sunny,No
11/06/2023,45,M,wine,Facebook,71.34,Sunny,Yes
30/06/2023,53,M,whiskey,Facebook,79.26,Sunny,Yes
24/06/2023,47,M,whiskey,Facebook,65.96,Rainy,Yes
10/06/2023,39,M,whiskey,Facebook,78.36,Sunny,Yes
13/06/2023,51,M,whiskey,Facebook,65.82,Sunny,Yes
24/06/2023,48,M,wine,Facebook,72.9,Rainy,No
24/06/2023,42,M,beer,Facebook,46.28,Rainy,No
17/06/2023,73,F,cocktail,Instagram,53.75,Cloudy,Yes
27/06/2023,23,F,cocktail,Twitter,50.84,Cloudy,No
18/06/2023,41,M,whiskey,Facebook,82.42,Sunny,Yes
11/06/2023,48,M,whiskey,Facebook,74.84,Sunny,Yes
02/06/2023,27,M,cocktail,TikTok,48.63,Cloudy,Yes
22/06/2023,52,M,whiskey,Facebook,67.27,Cloudy,Yes
13/06/2023,63,F,wine,Instagram,51.71,Sunny,Yes
01/06/2023,36,M,whiskey,Facebook,65.42,Cloudy,Yes
12/06/2023,64,F,wine,Facebook,46.69,Rainy,Yes
19/06/2023,66,F,wine,Facebook,55.63,Cloudy,Yes
06/06/2023,73,F,wine,Facebook,48.53,Sunny,Yes
18/06/2023,48,M,whiskey,Facebook,72.18,Sunny,Yes
19/06/2023,45,M,wine,Facebook,65.15,Cloudy,Yes
20/06/2023,43,M,whiskey,Facebook,63.98,Sunny,Yes
26/06/2023,53,M,whiskey,Facebook,74.35,Rainy,No
09/06/2023,66,F,cocktail,Facebook,57.41,Cloudy,No
03/06/2023,49,M,wine,Twitter,84.51,Rainy,No
10/06/2023,18,M,beer,Twitter,27.52,Sunny,No
23/06/2023,44,M,wine,Facebook,83.28,Sunny,Yes
01/06/2023,50,M,whiskey,Facebook,70.5,Cloudy,Yes
01/06/2023,35,M,whiskey,Facebook,68.28,Cloudy,Yes
25/06/2023,41,M,wine,Facebook,52.9,Sunny,No
24/06/2023,55,M,whiskey,Twitter,79.31,Rainy,Yes
14/06/2023,65,F,cocktail,Facebook,51.07,Stormy,No
24/06/2023,44,M,whiskey,Facebook,76.88,Rainy,Yes
13/06/2023,49,M,whiskey,Facebook,65.4,Sunny,Yes
18/06/2023,33,M,whiskey,Facebook,68.2,Sunny,Yes
20/06/2023,44,M,whiskey,Facebook,81.64,Sunny,No
10/06/2023,24,M,cocktail,Twitter,39.74,Sunny,No
11/06/2023,48,M,whiskey,Facebook,72.87,Sunny,Yes
25/06/2023,66,F,wine,Facebook,42.69,Sunny,No
26/06/2023,57,F,cocktail,Instagram,52.83,Rainy,Yes
22/06/2023,46,M,whiskey,Facebook,61.27,Cloudy,Yes
13/06/2023,47,M,whiskey,Facebook,67.73,Sunny,Yes
13/06/2023,66,F,wine,Facebook,27.98,Sunny,Yes
21/06/2023,62,F,wine,Facebook,63.86,Sunny,No
24/06/2023,41,M,whiskey,Facebook,70.71,Rainy,No
25/06/2023,43,M,whiskey,Twitter,67.62,Sunny,Yes
18/06/2023,43,M,whiskey,Facebook,75,Sunny,Yes
17/06/2023,42,M,whiskey,Facebook,63.44,Cloudy,Yes
18/06/2023,50,M,whiskey,Facebook,88.29,Sunny,Yes
24/06/2023,69,F,cocktail,Instagram,61.12,Rainy,Yes
15/06/2023,62,F,wine,Facebook,39.5,Sunny,No
10/06/2023,63,F,wine,Facebook,46.02,Sunny,Yes
25/06/2023,19,M,beer,Twitter,35.62,Sunny,No
17/06/2023,42,M,whiskey,Facebook,60.01,Cloudy,Yes
18/06/2023,40,M,whiskey,Facebook,64.38,Sunny,Yes
01/06/2023,65,F,wine,Facebook,44.59,Cloudy,Yes
02/06/2023,46,M,whiskey,Facebook,82.58,Cloudy,Yes
17/06/2023,18,F,wine,TikTok,21.61,Cloudy,No
11/06/2023,28,F,cocktail,TikTok,38.7,Sunny,No
08/06/2023,45,M,whiskey,Facebook,82.23,Cloudy,Yes
04/06/2023,46,M,whiskey,Facebook,70.23,Sunny,Yes
27/06/2023,33,M,whiskey,Facebook,83.76,Cloudy,Yes
19/06/2023,46,M,whiskey,Facebook,62.69,Cloudy,Yes
25/06/2023,37,M,wine,Facebook,87.19,Sunny,No
24/06/2023,62,F,wine,Facebook,57.57,Rainy,No
25/06/2023,46,M,whiskey,Facebook,74.71,Sunny,Yes
21/06/2023,53,M,whiskey,Facebook,53.01,Sunny,No
11/06/2023,36,M,whiskey,Facebook,57.03,Sunny,Yes
02/06/2023,43,M,whiskey,Facebook,68.75,Cloudy,Yes
01/06/2023,46,M,whiskey,Facebook,87.42,Cloudy,Yes
19/06/2023,42,M,whiskey,Facebook,62.96,Cloudy,Yes
03/06/2023,44,M,whiskey,Facebook,71.25,Rainy,Yes
04/06/2023,47,M,wine,Facebook,86.82,Sunny,Yes
13/06/2023,72,F,wine,Facebook,38.41,Sunny,Yes
04/06/2023,64,F,wine,Facebook,66.26,Sunny,No
07/06/2023,48,M,wine,Facebook,76.46,Sunny,Yes
18/06/2023,47,M,whiskey,Facebook,71.52,Sunny,Yes
04/06/2023,67,F,wine,Facebook,50.85,Sunny,Yes
04/06/2023,49,M,whiskey,Facebook,65.84,Sunny,No
18/06/2023,68,F,wine,Facebook,51.6,Sunny,Yes
17/06/2023,43,M,whiskey,Facebook,63.09,Cloudy,Yes
08/06/2023,71,F,cocktail,Instagram,51.91,Cloudy,No
18/06/2023,44,M,whiskey,Facebook,69.24,Sunny,Yes
03/06/2023,56,M,whiskey,Facebook,88.12,Rainy,Yes
11/06/2023,66,F,cocktail,Facebook,54.62,Sunny,No
04/06/2023,39,M,wine,Facebook,45.45,Sunny,No
25/06/2023,42,M,wine,Facebook,64.49,Sunny,No
10/06/2023,57,F,wine,Facebook,63.93,Sunny,Yes
12/06/2023,53,M,wine,Facebook,66.94,Rainy,No
18/06/2023,47,M,whiskey,Facebook,57.16,Sunny,No
11/06/2023,42,M,wine,Facebook,73.38,Sunny,No
11/06/2023,21,F,cocktail,Twitter,25.96,Sunny,Yes
25/06/2023,50,M,whiskey,Facebook,72.65,Sunny,Yes
10/06/2023,22,M,beer,TikTok,42.87,Sunny,No
13/06/2023,18,F,beer,Twitter,29.1,Sunny,Yes
24/06/2023,66,F,wine,Facebook,66.84,Rainy,Yes
24/06/2023,67,F,wine,Facebook,50.92,Rainy,No
18/06/2023,44,M,whiskey,Facebook,56.29,Sunny,No
24/06/2023,22,M,cocktail,TikTok,4.84,Rainy,No
24/06/2023,51,M,whiskey,Facebook,89.92,Rainy,Yes
14/06/2023,47,M,whiskey,Facebook,56.52,Stormy,No
10/06/2023,41,M,whiskey,Twitter,75.47,Sunny,Yes
25/06/2023,44,M,whiskey,Facebook,66.41,Sunny,No
17/06/2023,67,F,wine,Facebook,56.25,Cloudy,No
03/06/2023,61,F,wine,Facebook,42.98,Rainy,Yes
03/06/2023,64,F,wine,Facebook,49.16,Rainy,Yes
19/06/2023,25,M,cocktail,TikTok,35.26,Cloudy,No
26/06/2023,41,M,whiskey,Facebook,89.01,Rainy,Yes
10/06/2023,51,M,whiskey,Facebook,63.76,Sunny,Yes
03/06/2023,46,M,wine,Facebook,73.5,Rainy,Yes
11/06/2023,65,F,cocktail,Facebook,25.2,Sunny,No
11/06/2023,41,M,whiskey,Facebook,81.98,Sunny,Yes
07/06/2023,52,M,wine,Facebook,74.65,Sunny,Yes
28/06/2023,47,M,whiskey,Facebook,83.48,Cloudy,Yes
21/06/2023,59,F,cocktail,Facebook,52.06,Sunny,Yes
27/06/2023,54,M,whiskey,Facebook,68.03,Cloudy,Yes
06/06/2023,49,M,wine,Facebook,62.81,Sunny,Yes
30/06/2023,46,M,whiskey,Facebook,57.7,Sunny,Yes
02/06/2023,42,M,whiskey,Facebook,70.15,Cloudy,Yes
29/06/2023,47,M,wine,Facebook,49.32,Rainy,Yes
07/06/2023,72,F,wine,Facebook,47.92,Sunny,No
01/06/2023,48,M,wine,Facebook,69.18,Cloudy,Yes
03/06/2023,43,M,whiskey,Facebook,67.78,Rainy,Yes
06/06/2023,42,M,whiskey,Facebook,70.89,Sunny,Yes
25/06/2023,61,F,wine,Facebook,60.88,Sunny,No
26/06/2023,50,M,whiskey,Facebook,55.52,Rainy,Yes
24/06/2023,51,M,whiskey,Facebook,105.68,Rainy,Yes
16/06/2023,51,M,whiskey,Twitter,71.61,Cloudy,Yes
04/06/2023,52,M,whiskey,Facebook,79.88,Sunny,No
02/06/2023,71,F,wine,Facebook,44.67,Cloudy,Yes
11/06/2023,64,F,wine,Facebook,38.25,Sunny,No
13/06/2023,38,M,whiskey,Facebook,62.56,Sunny,Yes
24/06/2023,55,M,whiskey,Facebook,88.68,Rainy,Yes
03/06/2023,18,F,cocktail,TikTok,18.56,Rainy,Yes
04/06/2023,50,M,whiskey,Facebook,72.97,Sunny,Yes
03/06/2023,49,M,whiskey,Facebook,59.3,Rainy,Yes
17/06/2023,45,M,whiskey,Facebook,78.26,Cloudy,No
20/06/2023,69,F,cocktail,Facebook,73.38,Sunny,Yes
17/06/2023,39,M,wine,Facebook,60.31,Cloudy,No
12/06/2023,46,M,whiskey,Facebook,76.57,Rainy,Yes
25/06/2023,33,M,wine,Facebook,74.4,Sunny,No
11/06/2023,41,M,whiskey,Facebook,73.75,Sunny,Yes
18/06/2023,21,F,cocktail,TikTok,33.13,Sunny,No
19/06/2023,46,M,whiskey,Facebook,71.29,Cloudy,Yes
25/06/2023,62,F,cocktail,Facebook,62.05,Sunny,Yes
04/06/2023,44,M,whiskey,Facebook,69.88,Sunny,Yes
12/06/2023,67,F,cocktail,Instagram,52.48,Rainy,Yes
25/06/2023,46,M,whiskey,Facebook,71.95,Sunny,Yes
05/06/2023,67,F,wine,Instagram,48.14,Cloudy,Yes
28/06/2023,61,F,cocktail,Instagram,32.49,Cloudy,No
02/06/2023,71,F,wine,Instagram,48.23,Cloudy,No
20/06/2023,52,M,whiskey,Facebook,90.74,Sunny,Yes
12/06/2023,41,M,whiskey,Facebook,72.79,Rainy,No
08/06/2023,27,F,beer,Twitter,19.42,Cloudy,No
10/06/2023,53,M,whiskey,Facebook,70.8,Sunny,Yes
10/06/2023,67,F,wine,Facebook,31.98,Sunny,No
29/06/2023,44,M,wine,Facebook,70.75,Rainy,No
20/06/2023,41,M,whiskey,Facebook,47.52,Sunny,Yes
04/06/2023,18,M,cocktail,Instagram,19.69,Sunny,No
04/06/2023,24,M,cocktail,Twitter,38.06,Sunny,Yes
18/06/2023,47,M,whiskey,Facebook,65.15,Sunny,Yes
24/06/2023,45,M,whiskey,Facebook,75.2,Rainy,No
23/06/2023,35,M,whiskey,Facebook,81.78,Sunny,Yes
06/06/2023,22,M,cocktail,Twitter,18.92,Sunny,Yes
04/06/2023,22,M,beer,TikTok,38.71,Sunny,No
15/06/2023,43,M,whiskey,Facebook,75.14,Sunny,Yes
11/06/2023,79,F,wine,Instagram,54.64,Sunny,Yes
10/06/2023,65,F,wine,Instagram,33.34,Sunny,Yes
10/06/2023,41,M,whiskey,Facebook,42.08,Sunny,Yes
25/06/2023,43,M,wine,Facebook,76.5,Sunny,No
28/06/2023,40,M,whiskey,Facebook,54.9,Cloudy,Yes
03/06/2023,42,M,whiskey,Facebook,78.13,Rainy,Yes
13/06/2023,43,M,whiskey,Facebook,60.87,Sunny,Yes
14/06/2023,44,M,whiskey,Twitter,79.87,Stormy,Yes
12/06/2023,65,F,cocktail,Facebook,51.33,Rainy,Yes
28/06/2023,53,M,wine,Facebook,65.85,Cloudy,Yes
24/06/2023,47,M,whiskey,Facebook,86.86,Rainy,Yes
26/06/2023,24,F,cocktail,Twitter,28.82,Rainy,No
25/06/2023,38,M,wine,Facebook,68.32,Sunny,Yes
05/06/2023,47,M,whiskey,Twitter,63.6,Cloudy,Yes
05/06/2023,26,M,cocktail,Twitter,31.36,Cloudy,No
03/06/2023,48,M,whiskey,Twitter,72.22,Rainy,Yes
17/06/2023,51,M,whiskey,Facebook,69.34,Cloudy,Yes
15/06/2023,49,M,whiskey,Facebook,53.16,Sunny,Yes
17/06/2023,43,M,whiskey,Twitter,63.6,Cloudy,No
03/06/2023,45,M,wine,Facebook,78.78,Rainy,No
24/06/2023,41,M,wine,Facebook,71.62,Rainy,No
15/06/2023,40,M,whiskey,Facebook,81.27,Sunny,No
03/06/2023,72,F,wine,Facebook,51.03,Rainy,No
16/06/2023,41,M,whiskey,Facebook,78.55,Cloudy,Yes
27/06/2023,41,M,whiskey,Facebook,65.71,Cloudy,Yes
11/06/2023,50,M,whiskey,Facebook,83.33,Sunny,Yes
05/06/2023,45,M,whiskey,Facebook,63.65,Cloudy,Yes
10/06/2023,42,M,whiskey,Facebook,76.29,Sunny,Yes
29/06/2023,45,M,whiskey,Facebook,58.53,Rainy,Yes
03/06/2023,30,F,cocktail,Twitter,35.58,Rainy,Yes
04/06/2023,51,M,wine,Facebook,68.7,Sunny,Yes
24/06/2023,39,M,whiskey,Facebook,79.93,Rainy,Yes
29/06/2023,45,M,whiskey,Facebook,67.79,Rainy,Yes
23/06/2023,47,M,wine,Facebook,71.92,Sunny,Yes
11/06/2023,40,M,whiskey,Facebook,69.04,Sunny,Yes
30/06/2023,40,M,wine,Twitter,97.14,Sunny,No
18/06/2023,44,M,whiskey,Facebook,60.56,Sunny,Yes
10/06/2023,41,M,whiskey,Facebook,77.15,Sunny,No
08/06/2023,74,F,cocktail,Facebook,49.97,Cloudy,Yes
06/06/2023,45,M,whiskey,Facebook,76.13,Sunny,Yes
11/06/2023,38,M,whiskey,Facebook,63.54,Sunny,Yes
